ISBN|Titre|Auteur|Editeur|Categorie|Synopsis|Parution|Prix|Image.URL.L
9780141180632|Vineland|Thomas Pynchon|Penguin Books|Fiction|Zoyd Wheeler's old nemesis arrives in Vineland hoping to use Zoyd's daughter as a pawn to track down Zoyd's ex-wife|1997|204|http://images.amazon.com/images/P/0141180633.01.LZZZZZZZ.jpg
9780141180670|Pan|Knut Hamsun|Penguin Books|Fiction|Hamsun’s portrait of a man rejecting the claims of bourgeois society for a Rousseauian embrace of Nature and Eros, in a remarkable new translation.|1998|92|http://images.amazon.com/images/P/0141180676.01.LZZZZZZZ.jpg
9780141181226|One Flew Over the Cuckoo's Nest|Ken Kesey|Penguin Books|Fiction|McMurphy, a criminal who feigns insanity, is admitted to a mental hospital where he challenges the autocratic authority of the head nurse.|1962|132|http://images.amazon.com/images/P/0141181222.01.LZZZZZZZ.jpg
9780141182582|The Collected Dorothy Parker|Dorothy Parker|Penguin Books Ltd|Classical fiction|"With a biting wit and perceptive insight, Dorothy Parker examines the social mores of her day and exposes the darkness beneath the dazzle." -- Provided by publisher.|2001|67|http://images.amazon.com/images/P/014118258X.01.LZZZZZZZ.jpg
9780141182803|Ulysses|James Joyce|Penguin Books Ltd|Fiction|Written over a seven-year period, from 1914 to 1921, this book has survived bowdlerization, legal action and controversy. The novel deals with the events of one day in Dublin, 16th June 1904, now known as "Bloomsday". The principal characters are Stephen Dedalus, Leopold Bloom and his wife Molly. Ulysses has been labelled dirty, blasphemous and unreadable. In a famous 1933 court decision, Judge John M. Woolsey declared it an emetic book--although he found it not quite obscene enough to disallow its importation into the United States--and Virginia Woolf was moved to decry James Joyce's "cloacal obsession". None of these descriptions, however, do the slightest justice to the novel. To this day it remains the modernist masterpiece, in which the author takes both Celtic lyricism and vulgarity to splendid extremes. It is funny, sorrowful, and even (in its own way) suspenseful. And despite the exegetical industry that has sprung up in the last 75 years, Ulysses is also a compulsively readable book.|2000|156|http://images.amazon.com/images/P/0141182806.01.LZZZZZZZ.jpg
9780141183022|Sammlung|Jorge Luis Borges|Penguin Books Ltd|Argentine literature|Though best known in the English speaking world for his short fictions and poems, Borges is revered in Latin America equally as an immensely prolific and beguiling writer of non-fiction prose. In THE TOTAL LIBRARY, more than 150 of Borges' most brilliant pieces are brought together for the first time in one volume - all in superb new translations. More than a hundred of the pieces have never previously been published in English. THE TOTAL LIBRARY presents Borges at once as a deceptively self-effacing guide to the universe and as the inventor of a universe that is an indispensible guide to Borges|1999|299|http://images.amazon.com/images/P/0141183020.01.LZZZZZZZ.jpg
9780141184289|The Good Soldier Svejk|Jaroslav Hasek|Penguin Books Ltd|Czechoslovakia|This text is the classic novel of the little man fighting officialdom and bureaucracy with the only weapons available to him - passive resistance, subterfuge, native wit and dumb insolence.|2000|291|http://images.amazon.com/images/P/0141184280.01.LZZZZZZZ.jpg
9780141186078|The Log from the Sea of Cortez|John Steinbeck|Penguin Books Ltd|Biography & Autobiography|This light-hearted journal tells of John Steinbeck's fishing trip with Ed Ricketts. Combining science and adventure, Steinbeck voices his deeply-held views of man's place in the natural world.|2001|68|http://images.amazon.com/images/P/0141186070.01.LZZZZZZZ.jpg
9780141186160|The Sea, the Sea|Iris Murdoch|Penguin Books|Fiction|After a brilliant and fulfilling career, Charles Arrowby revels in his perfect refuge, an isolated home by the sea, but soon his complex past makes unbidden visits.|2001|151|http://images.amazon.com/images/P/014118616X.01.LZZZZZZZ.jpg
9780141186177|A Fairly Honourable Defeat|Iris Murdoch|Penguin Books|Fiction|A ten guinea wager between a woman and her former lover threatens to disrupt the lives of all those close to them.|2001|197|http://images.amazon.com/images/P/0141186178.01.LZZZZZZZ.jpg
9780141186696|The Bell|Iris Murdoch|Penguin Books|Fiction|The story of a lay community of mixed-up people encamped outside Imber Abbey, home of an enclosed order of nuns, follows the lives of Dora Greenfield, an erring wife who returns to her husband, and Michael Meade, who is confronted by his homosexual former lover. Repriint.|2001|84|http://images.amazon.com/images/P/0141186690.01.LZZZZZZZ.jpg
9780141310343|Skin and Other Stories|Roald Dahl|Puffin Books|Juvenile Fiction|Introduces teenagers to the adult short stories of Roald Dahl.|2002|277|http://images.amazon.com/images/P/0141310340.01.LZZZZZZZ.jpg
9780141310688|Westmark|Lloyd Alexander|Puffin Books|Juvenile Fiction|Theo, a boy fleeing from criminal charges, falls in with a charlatan, his dwarf attendant, and an urchin girl; travels with them about the kingdom of Westmark; and ultimately arrives at the palace where the king is grieving over the loss of his daughter. An ALA Notable Book. Reissue.|2002|192|http://images.amazon.com/images/P/0141310685.01.LZZZZZZZ.jpg
9780141310695|The Kestrel|Lloyd Alexander|Puffin Books|Juvenile Fiction|With war in Westmark and the assumption of the throne by Mickle, all Theo's talents are needed, as well as those of his former companions.|2002|21|http://images.amazon.com/images/P/0141310693.01.LZZZZZZZ.jpg
9780141311883|The Blue Sword|Robin Mckinley|Penguin Putnam~trade|No category|Harry, bored with her sheltered life in the remote orange-growing colony of Daria, discovers magic in herself when she is kidnapped by a native king with mysterious powers. Newbery Medal Honor Book, 1983.|2001|151|http://images.amazon.com/images/P/0141311886.01.LZZZZZZZ.jpg
9780141314570|The Outsiders|S.E. Hinton|Puffin Books|Alienation (Social psychology)|The Socs's idea of having a good time is beating up Greasers like Ponyboy, the rough, tough, long-haired kids from the other side of town. Ponyboy knows what to expect and knows he can count on his friends - until the night someone goes too far.|2002|50|http://images.amazon.com/images/P/0141314575.01.LZZZZZZZ.jpg
9780141439471|Frankenstein, Or, The Modern Prometheus|Mary Wollstonecraft Shelley|Penguin Books|Fiction|Edited by Maurice Hindle.|2002|103|http://images.amazon.com/images/P/0141439475.01.LZZZZZZZ.jpg
9780141439501|Pygmalion|Bernard Shaw|Penguin Books|Literary Criticism|Professor Higgins succeeds in transforming an unkempt London flower girl into a society belle.|2003|92|http://images.amazon.com/images/P/0141439505.01.LZZZZZZZ.jpg
9780141439518|Pride and Prejudice|Jane Austen|Penguin Books|Fiction|In early nineteenth-century England, a spirited young woman copes with the suit of a snobbish gentleman, as well as the romantic entanglements of her four sisters.|2003|21|http://images.amazon.com/images/P/0141439513.01.LZZZZZZZ.jpg
9780141439587|Emma|Jane Austen|Penguin Books|Fiction|New chronology and further reading; Tony Tanner's original introduction reinstated Edited with an introduction and notes by Flora Stafford.|2002|113|http://images.amazon.com/images/P/0141439580.01.LZZZZZZZ.jpg
9780141439600|A Tale of Two Cities|Charles Dickens|Penguin Books|Fiction|Edited with an Introduction and Notes by Richard Maxwell.|2003|94|http://images.amazon.com/images/P/0141439602.01.LZZZZZZZ.jpg
9780141439617|The Woman in White|Wilkie Collins|Penguin Books|Fiction|Edited with an Introduction and Notes by Matthew Sweet.|2003|32|http://images.amazon.com/images/P/0141439610.01.LZZZZZZZ.jpg
9780141439624|The Mill on the Floss|George Eliot|Penguin Books|Fiction|New chronology and updated further reading. Edited with an Introduction by A. S. Byatt.|2003|178|http://images.amazon.com/images/P/0141439629.01.LZZZZZZZ.jpg
9780141439631|The Portrait of a Lady|Henry James|Penguin Books|Fiction|When Isabel Archer, a beautiful, spirited American is brought to Europe by her wealthy aunt Touchett, it is expected that she will soon marry. But Isabel, resolved to enjoy the freedom that her fortune has opened up and to determine her own fate, does not hesitate to turn down two eligible suitors. It is only when she finds herself irresistibly drawn to the cultivated but worthless Gilbert Osmond that she discovers that wealth is a two-edged sword and that there is a price to be paid for independence. With its subtle delineation of American characters in a European setting, Portrait of a Lady is one of the most accomplished and popular of Henry James's early novels.|2003|83|http://images.amazon.com/images/P/0141439637.01.LZZZZZZZ.jpg
9780141439808|Mansfield Park|Jane Austen|Penguin Books|Fiction|The private and social worlds of three families are revealed through the experiences of the heroine, Fanny Price.|2003|39|http://images.amazon.com/images/P/0141439807.01.LZZZZZZZ.jpg
9780141439822|Robinson Crusoe|Daniel Defoe|Penguin Books|Fiction|DEFOE/ROBINSON CRUSOE (BC)|2003|251|http://images.amazon.com/images/P/0141439823.01.LZZZZZZZ.jpg
9780141439839|Vanity Fair|William Makepeace Thackeray|Penguin Books|Fiction|Edited by John Carey.|2003|229|http://images.amazon.com/images/P/0141439831.01.LZZZZZZZ.jpg
9780141439907|The Turn of the Screw and The Aspern Papers|Henry James|Penguin Books|Fiction|A literary historian develops a scheme to gain possession of love letters written by an American poet, and a governess tries to protect the two young children in her care from the ghosts she believes are haunting them.|2003|235|http://images.amazon.com/images/P/0141439904.01.LZZZZZZZ.jpg
